GME,GME,GME,GME,GME,GME,GME,AMC,AMC,AMC,AMC,AMC,AMC,AMC,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,BBBY,BBBY,BBBY,BBBY,BBBY,BBBY,BBBY,HOOD,HOOD,HOOD,HOOD,HOOD,HOOD,HOOD,BB,BB,BB,BB,BB,BB,BB,PLTR,PLTR,PLTR,PLTR,PLTR,PLTR,PLTR,NOK,NOK,NOK,NOK,NOK,NOK,NOK,SPCE,SPCE,SPCE,SPCE,SPCE,SPCE,SPCE
open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
21.09,21.755,21.03,21.7,3838416,17760,21.595407,21.15,21.15,20.5,20.7,1887928,11630,20.790896,346.0,347.5,326.29,334.46,8302405,90708,338.163969,29.24,30.8,28.82,30.42,4849418,36414,30.134342,,,,,,,,,,,,,,,,,,,,,,6.44,6.48,6.275,6.37,27359828,32761,6.40321,,,,,,,
21.64,21.729,21.4,21.5,1234656,9901,21.483096,20.55,20.75,20.45,20.5,1347640,7920,20.561077,336.89,339.6,332.51,335.07,4880451,50957,336.552157,30.4,30.49,28.92,29.3,3744947,28887,29.498584,,,,,,,,,,,,,,,,,,,,,,6.31,6.41,6.28,6.4,17284844,22253,6.351735,,,,,,,
21.55,21.76,21.41,21.69,1371586,9690,21.649718,20.6,20.7,20.25,20.4,1546360,9669,20.437027,335.5,341.49,321.04,323.47,8535136,83733,329.668194,29.27,29.97,29.2,29.9,3247123,21785,29.752105,,,,,,,,,,,,,,,,,,,,,,6.38,6.41,6.32,6.39,21628424,24849,6.376112,,,,,,,
21.69,21.69,21.14,21.36,3059532,11881,21.359591,20.45,20.9,20.3,20.8,2154148,9895,19.265149,322.69,324.45,316.13,319.57,8304899,75813,320.13256,30.0,30.25,29.63,30.1,3481398,21314,29.958565,,,,,,,,,,,,,,,,,,,,,,6.5,6.55,6.46,6.54,19082333,19585,6.505631,,,,,,,
21.32,21.62,21.2718,21.38,1116064,7894,21.435469,15.8,16.05,15.15,15.2,16902592,54913,15.58713,318.94,327.12,311.22,325.89,13093294,133254,325.945884,30.0,30.175,29.75,29.83,2329848,17318,29.904283,,,,,,,,,,,,,,,,,,,,,,6.58,6.59,6.51,6.52,9978102,16492,6.548127,,,,,,,
21.32,21.82,21.32,21.66,1048342,9058,21.671494,15.25,15.25,14.8,15.1,5685509,19733,15.045239,346.8,350.0,343.15,347.09,13543533,129538,346.989919,29.8,30.75,29.77,30.54,3304666,24941,30.484643,,,,,,,,,,,,,,,,,,,,,,6.55,6.57,6.53,6.54,7391164,10018,6.545837,,,,,,,
21.78,22.11,21.6874,21.93,1136854,9836,21.951271,15.7,16.65,15.5,16.25,6601465,24642,16.198423,347.0,357.27,343.3,356.91,9278203,84209,351.168993,30.58,30.6,30.06,30.1,2703478,23313,30.256019,,,,,,,,,,,,,,,,,,,,,,6.58,6.59,6.52,6.52,7333586,13376,6.545051,,,,,,,
21.94,22.255,21.825,22.17,1277593,9358,22.144626,16.2,16.45,16.05,16.1,3081208,13548,16.171145,357.0,359.48,352.75,355.17,6326380,59222,356.248682,30.13,31.15,30.01,30.64,3061656,22908,30.806314,,,,,,,,,,,,,,,,,,,,,,6.51,6.53,6.475,6.5,8400250,13718,6.501878,,,,,,,
22.2,22.37,21.9,21.94,1423239,10559,22.054037,16.1,16.45,16.1,16.15,2354809,10346,16.27282,357.53,368.58,357.4,365.22,7449887,72501,364.962209,30.77,30.98,30.3,30.38,1943787,15820,30.567801,,,,,,,,,,,,,,,,,,,,,,6.5,6.519,6.42,6.44,9149095,12259,6.477656,,,,,,,
21.75,22.12,21.62,22.08,1503481,10104,21.999896,16.0,16.1,15.45,15.5,2464211,10869,15.649427,361.0,370.0,358.95,363.53,6896796,64741,365.600531,30.17,30.32,29.34,29.78,2985452,23680,29.74755,,,,,,,,,,,,,,,,,,,,,,6.35,6.38,6.33,6.36,7386569,10145,6.359358,,,,,,,
21.91,21.91,21.46,21.47,1521280,10110,21.643414,15.45,15.5,14.4,14.45,3385142,16006,14.711368,361.77,366.6504,354.66,355.4,7092888,71263,360.80911,29.7,29.7,28.39,28.4,3344960,26020,28.80124,,,,,,,,,,,,,,,,,,,,,,6.35,6.37,6.25,6.25,11469100,15115,6.292813,,,,,,,
21.17,21.83,21.07,21.76,1619257,11309,21.566692,14.4,14.55,13.65,14.05,3632723,16371,14.0217,356.97,361.26,353.62,357.87,4380529,44530,357.456016,28.33,28.9025,28.25,28.78,2331029,19731,28.660929,,,,,,,,,,,,,,,,,,,,,,6.23,6.28,6.2,6.26,9597704,13535,6.249525,,,,,,,
21.95,21.99,21.715,21.85,1533910,9588,21.819052,14.3,14.45,13.5,13.6,3170259,12196,13.820787,364.63,367.66,362.6,363.8,4549776,46085,364.629841,28.93,29.35,28.78,29.09,1838676,13156,29.082693,,,,,,,,,,,,,,,,,,,,,,6.31,6.34,6.3,6.33,6439973,11511,6.322936,,,,,,,
21.7,21.77,20.78,20.93,3888376,20169,21.090754,13.7,13.85,12.9,13.25,3685909,14231,13.251471,365.12,365.49,359.37,362.33,3093863,32024,362.725694,29.04,29.04,27.56,27.57,3693329,21923,27.801323,,,,,,,,,,,,,,,,,,,,,,6.35,6.35,6.3,6.33,5117092,8849,6.322907,,,,,,,
21.11,21.49,21.08,21.39,2439421,14159,21.307044,13.35,13.75,13.15,13.3,2570370,11240,13.405602,362.97,366.5,362.52,362.91,3413773,34902,364.302155,27.81,28.04,27.7,27.76,2246267,17237,27.84728,,,,,,,,,,,,,,,,,,,,,,6.35,6.375,6.33,6.36,5496309,6215,6.352068,,,,,,,
21.37,21.66,21.0,21.1,1939606,12084,21.389064,13.3,13.9,13.15,13.15,3273395,16233,13.383899,361.38,363.3,351.59,351.92,5027660,55846,356.047745,27.61,28.03,27.2055,27.48,1918004,15443,27.680163,,,,,,,,,,,,,,,,,,,,,,6.32,6.34,6.23,6.25,10628100,11776,6.277083,,,,,,,
21.05,21.33,20.97,21.22,2123458,11452,21.200945,13.05,13.2,12.05,13.0,7120373,25866,12.627344,352.91,354.0,345.8,347.46,5408183,59292,349.17641,27.48,27.53,27.12,27.27,1945254,16370,27.317388,,,,,,,,,,,,,,,,,,,,,,6.17,6.21,6.13,6.19,10104328,11706,6.175727,,,,,,,
21.16,21.36,20.97,20.98,1633567,10478,21.093361,13.0,13.15,12.425,13.05,4052073,17264,12.835132,345.05,345.82,331.85,337.86,6495444,65685,336.825831,27.27,27.43,26.96,27.21,2146393,13582,27.215828,,,,,,,,,,,,,,,,,,,,,,6.17,6.19,6.125,6.15,7115152,11447,6.1565,,,,,,,
21.12,21.69,21.09,21.64,2473788,13532,21.523793,13.15,13.45,12.525,12.85,2990486,11795,12.882605,341.22,342.24,337.3725,341.35,4321972,41738,340.09185,27.28,27.56,27.2,27.37,1487965,12660,27.357488,,,,,,,,,,,,,,,,,,,,,,6.2,6.24,6.19,6.23,5144024,8856,6.217179,,,,,,,
21.59,21.82,21.21,21.48,2432919,16544,21.468916,12.75,12.8,12.4,12.55,2670584,13919,12.544665,338.99,353.49,338.3041,352.77,4954504,50526,347.611316,27.2,28.0,27.02,27.53,2150731,18024,27.61654,,,,,,,,,,,,,,,,,,,,,,6.22,6.25,6.19,6.25,9144904,12810,6.226923,,,,,,,
21.75,22.12,21.65,21.78,4234579,24614,21.631002,12.5,13.375,12.5,12.8,2144835,9925,13.034496,352.77,356.66,349.74,352.93,4594437,51106,353.429103,27.93,28.5,27.42,27.48,2735755,17631,27.734737,,,,,,,,,,,,,,,,,,,,,,6.19,6.22,6.15,6.16,14162281,12867,6.184064,,,,,,,
19.85,19.94,18.72,19.4,20500737,94119,19.170048,12.95,13.25,12.75,12.9,1976280,9892,13.042191,354.09,355.69,347.3,348.05,3483956,37109,350.928479,27.6,28.33,27.43,27.94,2117051,15688,28.062326,,,,,,,,,,,,,,,,,,,,,,6.21,6.25,6.19,6.21,9584011,10945,6.211288,,,,,,,
19.41,19.7,18.96,19.15,5228406,26348,19.233402,13.0,13.25,12.75,13.05,3423211,12589,13.052683,347.28,347.35,339.72,345.66,3763956,40980,343.986905,27.92,28.14,27.76,28.0,2298574,19079,27.934775,,,,,,,,,,,,,,,,,,,,,,6.21,6.24,6.195,6.21,6848093,10298,6.21812,,,,,,,
18.93,19.07,18.64,18.75,4667734,24468,18.788609,12.85,12.95,12.45,12.85,3025782,12986,12.696317,339.49,349.05,338.75,347.36,4073675,47371,344.239328,27.83,28.19,27.6,27.94,1597413,13996,27.98186,,,,,,,,,,,,,,,,,,,,,,6.14,6.21,6.121,6.2,7420122,10316,6.170056,,,,,,,
18.75,18.97,18.68,18.79,2210091,13172,18.809335,12.8,13.5,12.65,13.45,3282145,13223,13.102541,349.67,353.47,347.0,353.18,3412943,40460,350.65405,27.9,28.11,27.69,27.87,1690972,11994,27.905024,,,,,,,,,,,,,,,,,,,,,,6.19,6.19,6.14,6.18,7773268,11885,6.167957,,,,,,,
18.83,18.87,18.47,18.5,2629557,16418,18.593478,13.45,13.7,13.25,13.4,2360457,11617,13.398934,353.5,358.44,352.82,355.9,4072995,42810,356.199659,27.96,28.07,27.4375,27.59,2130383,14197,27.681998,,,,,,,,,,,,,,,,,,,,,,6.17,6.2,6.14,6.18,7805692,9474,6.168939,,,,,,,
18.6,18.88,18.6,18.67,2344644,14303,18.700861,13.4,14.35,13.2,14.15,3232131,11241,13.984513,356.12,357.59,353.6902,355.4,3049745,33652,355.367261,27.66,28.18,27.66,27.84,2041363,14594,27.900699,,,,,,,,,,,,,,,,,,,,,,6.26,6.285,6.205,6.22,6045419,9678,6.238708,,,,,,,
18.69,18.96,18.555,18.94,2653808,15141,18.793255,14.2,14.575,14.05,14.5,5528023,20113,14.311451,353.8,355.49,345.89,349.59,3862184,44110,350.298474,27.85,28.13,27.59,28.01,2205472,17442,27.852582,,,,,,,,,,,,,,,,,,,,,,6.18,6.19,6.07,6.1,15649950,14940,6.133022,,,,,,,
19.0,19.35,18.99,19.34,2920817,14281,19.196114,14.5,14.6,14.15,14.4,2983813,11958,14.348726,349.65,350.979,341.56,344.53,4091351,44096,345.697161,28.12,28.62,27.76,27.89,3242036,23307,28.038267,,,,,,,,,,,,,,,,,,,,,,6.14,6.17,6.11,6.16,9978163,13593,6.142114,,,,,,,
19.02,19.34,18.81,18.85,2803012,16140,18.917294,14.4,14.6,13.725,13.8,7727696,22708,14.161513,345.98,352.48,343.45,350.61,4239426,46220,349.125712,28.16,28.6,27.33,27.645,2688586,18054,27.726208,,,,,,,,,,,,,,,,,,,,,,6.25,6.26,6.17,6.19,12460382,15286,6.203879,,,,,,,
18.85,19.19,18.74,19.15,2219187,14092,19.059547,13.5,13.85,13.05,13.35,2155214,10500,13.4059,348.99,349.78,342.3,343.4,3270595,36441,345.777308,27.65,28.47,27.5,28.3,3257388,23755,28.102051,,,,,,,,,,,,,,,,,,,,,,6.06,6.07,5.98,5.99,17434250,21170,6.016287,,,,,,,
19.21,19.45,19.13,19.2,2204642,13346,19.250733,13.55,14.4,13.5,14.1,2329983,11621,14.021747,351.35,363.71,350.0,363.69,7667070,80483,358.987772,28.42,28.47,27.55,27.66,3190266,23028,27.815805,,,,,,,,,,,,,,,,,,,,,,6.09,6.13,6.05,6.08,11624804,17450,6.082861,,,,,,,
19.26,19.94,19.21,19.53,3347576,21141,19.645812,14.0,14.525,14.0,14.2,2416930,10530,14.248928,364.5,368.76,360.4,362.75,5972916,61721,364.747389,27.81,29.48,27.74,29.01,5597944,35027,28.943426,,,,,,,,,,,,,,,,,,,,,,6.11,6.119,6.06,6.09,14846414,17847,6.088818,,,,,,,
19.6,20.04,19.55,20.02,1755857,11200,19.957823,14.25,15.35,14.15,15.2,3644271,16606,15.062649,363.82,368.07,359.59,366.23,4185231,40950,364.956058,28.98,29.6296,28.905,29.5,3402331,23486,29.407837,,,,,,,,,,,,,,,,,,,,,,6.03,6.04,6.0,6.02,7386750,8460,6.016017,,,,,,,
20.06,20.3,19.89,20.08,1922529,12498,20.103774,15.2,16.35,15.2,16.05,7200784,30613,15.951845,365.04,377.96,362.63,377.64,7202524,69904,372.055763,29.22,29.4698,28.585,28.86,3556537,23743,28.817831,,,,,,,,,,,,,,,,,,,,,,5.99,6.01,5.97,6.01,7923380,14369,5.998362,,,,,,,
20.07,20.44,20.0,20.29,2505369,12885,20.296051,16.15,17.125,16.1,16.95,6673207,28126,16.7161,374.23,380.0,372.7,379.81,5423270,50888,377.146673,28.8,28.96,28.43,28.67,3550690,20032,28.68454,,,,,,,,,,,,,,,,,,,,,,6.18,6.22,6.15,6.16,18842642,16831,6.182662,,,,,,,
20.39,20.63,20.1,20.17,2095870,11735,20.305919,17.2,17.65,16.2,16.65,4188915,19334,16.853659,380.0,389.61,377.68,385.0,7187980,70836,384.941251,28.65,28.94,27.265,27.3,4444411,31936,27.664253,,,,,,,,,,,,,,,,,,,,,,6.22,6.26,6.18,6.21,14686741,22989,6.213354,,,,,,,
20.17,20.26,19.92,20.19,1360576,9489,20.144533,16.7,16.7,15.5,15.65,3901655,18941,15.810113,380.37,382.39,373.57,375.1,6451936,64001,376.60779,27.32,27.51,26.54,27.03,9869336,49886,25.997897,,,,,,,,,,,,,,,,,,,,,,6.25,6.26,6.2,6.22,13113023,18230,6.220879,,,,,,,
20.13,20.185,20.005,20.1,1215048,8468,20.089229,15.75,16.25,15.2,15.35,2925060,14135,15.505373,373.04,378.249,371.07,373.91,4919052,55365,374.307057,23.0,23.43,22.41,22.74,25001968,123070,22.872606,,,,,,,,,,,,,,,,,,,,,,6.24,6.24,6.1,6.18,13618448,21247,6.172526,,,,,,,
20.0,20.19,19.87,19.89,1415746,11295,19.995687,15.45,15.85,15.1,15.8,2596561,11835,15.667474,374.9,376.83,364.51,366.48,4618190,46718,369.372856,22.67,23.19,22.1,22.25,11790451,54778,22.388509,,,,,,,,,,,,,,,,,,,,,,6.1,6.12,6.04,6.05,16488950,22235,6.076314,,,,,,,
19.87,20.0356,19.86,20.01,1001075,7050,19.972489,15.8,16.0,15.4,15.9,1654196,9594,15.738759,366.48,369.8999,350.88,351.09,8159462,84566,357.832038,22.17,22.53,22.16,22.51,6839829,38723,22.336019,,,,,,,,,,,,,,,,,,,,,,5.98,6.05,5.97,6.0,14153836,14182,6.007393,,,,,,,
20.03,20.47,20.01,20.44,1158772,8050,20.308823,15.75,16.15,15.05,15.15,4648914,19637,15.396729,353.19,357.469,342.88,344.99,7605946,75398,348.872855,22.44,23.305,22.4,23.06,5413810,30827,23.059116,,,,,,,,,,,,,,,,,,,,,,5.99,6.01,5.93,5.93,10402354,15098,5.962466,,,,,,,
20.55,20.77,20.34,20.65,2130366,10859,20.58355,15.15,15.75,15.1,15.4,1821631,10715,15.496694,350.93,351.24,340.9,345.25,7156274,68849,346.261065,23.04,23.31,22.815,22.94,3927327,28098,23.022307,,,,,,,,,,,,,,,,,,,,,,5.92,5.97,5.9,5.92,12210842,16986,5.926161,,,,,,,
20.78,20.97,20.5,20.85,2048377,15000,20.820075,15.5,15.725,15.025,15.5,2161352,11459,15.36662,349.9,351.489,340.5,340.97,6063313,62813,344.439961,23.16,23.29,22.65,23.25,5013905,28301,23.046386,,,,,,,,,,,,,,,,,,,,,,5.9,5.91,5.83,5.88,12606127,16307,5.869868,,,,,,,
20.81,20.93,20.61,20.79,1720933,13021,20.776432,15.3,15.35,14.75,15.0,3113407,13142,14.99685,340.09,342.75,335.4,339.6,5319617,62438,338.291147,23.21,23.82,23.06,23.47,5333053,32335,23.553336,,,,,,,,,,,,,,,,,,,,,,5.91,5.92,5.87,5.9,7993011,12003,5.891707,,,,,,,
20.8,20.85,20.52,20.66,1565742,12060,20.651463,14.85,15.0,14.25,14.7,3384890,14610,14.569815,341.78,344.68,338.601,341.1,5107086,53276,342.009784,23.47,23.79,23.37,23.47,3865809,22080,23.50511,,,,,,,,,,,,,,,,,,,,,,5.91,6.0,5.8907,5.98,9594693,11992,5.959098,,,,,,,
20.65,20.68,20.35,20.47,1559682,11785,20.518513,14.95,15.15,14.45,14.7,1971314,11019,14.738815,342.52,343.7,335.51,341.53,5286879,55654,339.38698,23.41,23.73,22.92,23.6,4549262,29539,23.458694,,,,,,,,,,,,,,,,,,,,,,5.95,6.01,5.9337,5.98,10977554,20131,5.974261,,,,,,,
20.5,20.51,20.09,20.21,1390312,10004,20.207672,14.75,15.95,14.75,15.9,3292743,14767,15.565798,335.9,348.55,331.28,348.14,10153596,97877,340.676903,23.67,23.71,23.14,23.27,3428224,21900,23.272037,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,5.96,5.97,6754455,9053,5.980932,,,,,,,
20.09,20.29,20.03,20.25,1183801,8524,20.193185,15.9,16.05,15.5,15.8,1396310,8127,15.838929,351.16,358.62,349.6,355.01,8199752,79406,355.029468,23.2,23.39,23.02,23.25,2640248,17693,23.221371,,,,,,,,,,,,,,,,,,,,,,5.93,5.9399,5.9,5.92,7373599,10796,5.919174,,,,,,,
20.3,20.53,20.22,20.52,1146079,8324,20.425223,16.1,16.5,15.675,16.05,1880672,8843,16.084489,356.0,357.435,351.35,355.33,4182875,38147,354.149175,23.25,23.51,23.16,23.25,3044072,20964,23.33071,,,,,,,,,,,,,,,,,,,,,,5.91,5.95,5.9,5.93,6410197,11560,5.929795,,,,,,,
20.41,20.49,20.02,20.02,1651820,10489,20.122437,15.95,16.1129,15.1,15.2,2856398,11972,15.340832,353.0,360.0992,352.25,356.88,4297474,41631,356.035308,23.24,23.39,22.83,22.91,2775039,17441,23.006663,,,,,,,,,,,,,,,,,,,,,,5.89,5.92,5.87,5.91,7151337,12528,5.901401,,,,,,,
20.07,20.245,19.99,20.15,1800070,13487,20.138724,15.2,15.2,13.825,14.0,6328189,20780,14.155071,349.38,351.75,342.67,342.94,7493679,75900,347.73173,22.91,22.9799,22.005,22.3,3629608,21818,22.255197,,,,,,,,,,,,,,,,,,,,,,5.93,5.95,5.91,5.92,5546386,9344,5.926122,,,,,,,
20.19,20.285,19.95,20.23,1763284,11695,20.141325,14.15,14.3,13.65,13.85,3450054,14207,13.931437,346.8,355.63,345.5305,355.59,6980365,69427,350.707969,22.39,22.51,22.055,22.18,3673774,22511,22.180283,,,,,,,,,,,,,,,,,,,,,,5.96,5.97,5.87,5.92,13350960,15638,5.905882,,,,,,,
20.22,20.22,19.46,19.59,2308979,11360,19.659176,13.85,14.15,13.55,13.75,2672653,9006,13.825044,353.89,357.6,351.15,354.6,4500831,42095,354.723002,22.25,22.33,21.95,21.99,3168553,20360,22.07524,,,,,,,,,,,,,,,,,,,,,,5.89,5.89,5.85,5.88,7702844,15228,5.871333,,,,,,,
19.59,19.69,19.32,19.5,1775775,10721,19.524639,13.9,13.95,13.35,13.85,2278239,8504,13.667199,352.95,359.78,352.64,355.68,4096948,40949,356.713516,21.9,21.9364,21.03,21.29,4805413,27117,21.297582,,,,,,,,,,,,,,,,,,,,,,5.82,5.86,5.79,5.83,8778233,14228,5.827387,,,,,,,
19.64,19.775,19.51,19.71,1092949,7175,19.667948,13.75,14.05,13.75,13.75,1126220,5831,13.836913,356.98,358.49,353.68,355.57,3540533,35788,356.073977,21.33,21.43,21.1857,21.23,2585968,20752,21.291228,,,,,,,,,,,,,,,,,,,,,,5.92,5.94,5.9,5.93,10651744,13255,5.919622,,,,,,,
19.69,19.7,19.2,19.41,1514720,9228,19.369414,13.7,14.1,13.65,13.75,1284182,6957,13.846517,353.5,354.48,347.16,350.6,5375886,54054,350.42495,21.2,21.44,21.11,21.22,3104778,20841,21.243643,,,,,,,,11.72,11.77,11.35,11.37,4060268.0,11988.0,11.47765,,,,,,,,5.91,5.93,5.85,5.87,7181889,14568,5.875805,,,,,,,
19.46,19.7,19.35,19.66,1251096,8933,19.582324,13.85,14.0,13.6,13.75,1322744,6726,13.742678,350.91,356.22,350.07,355.75,3293345,37168,353.991756,21.18,21.48,21.035,21.09,3652515,25223,21.165664,,,,,,,,11.37,11.43,11.14,11.27,5184958.0,16997.0,11.258072,,,,,,,,5.85,5.86,5.8207,5.83,6370915,12416,5.838619,,,,,,,
19.72,20.09,19.62,20.05,1912207,12370,19.90486,13.65,14.05,13.55,13.6,2509159,12031,13.654763,355.97,363.0,354.13,359.65,4939074,51774,360.190026,21.11,21.365,21.05,21.13,3763886,22317,21.201547,,,,,,,,11.26,11.35,11.24,11.25,2538792.0,11466.0,11.299936,,,,,,,,5.88,5.89,5.84,5.86,4605802,7701,5.85845,,,,,,,
20.01,20.15,19.93,20.05,1271642,8825,20.044519,13.5,14.3,13.5,14.25,2266147,11192,14.025505,355.56,357.1465,348.2,351.81,5061847,56353,351.566008,21.06,21.3,20.93,21.2,4102110,23521,21.135406,,,,,,,,11.11,11.265,11.06,11.23,3166438.0,14164.0,11.16731,,,,,,,,5.81,5.87,5.79,5.82,6489768,8592,5.827886,,,,,,,
20.13,20.32,20.04,20.13,1690249,10579,20.159164,14.35,14.55,13.95,14.0,2068933,7443,14.240701,352.54,354.55,344.34,345.1,4930395,56457,347.594868,21.22,21.64,21.09,21.47,5802849,31558,21.444191,,,,,,,,11.21,11.25,11.07,11.12,4526355.0,18105.0,11.163056,,,,,,,,6.02,6.11,6.0,6.08,18361407,21984,6.065578,,,,,,,
20.14,20.55,20.14,20.28,1703567,11284,20.386807,14.0,14.35,13.95,14.15,1154984,6568,14.162045,349.88,349.95,336.25,337.02,5747608,60884,343.251364,21.56,21.6,21.05,21.06,3783241,23521,21.303939,,,,,,,,11.1,11.18,10.99,11.0,3626732.0,15200.0,11.049342,,,,,,,,6.06,6.075,6.02,6.03,7990811,16999,6.046381,,,,,,,
20.42,20.48,19.94,19.96,1701195,11199,20.120574,14.15,14.395,14.0,14.3,1258463,5868,14.235333,339.49,342.8,336.16,337.34,4496672,51848,339.040551,21.2,21.42,21.03,21.42,3193436,20491,21.290595,,,,,,,,10.98,11.1,10.97,11.02,3680538.0,14530.0,11.013038,,,,,,,,6.01,6.02,5.97,5.99,5799053,11125,5.991575,,,,,,,
19.96,20.0,19.34,19.61,2578392,15523,19.557236,14.65,14.75,14.0,14.05,1687818,7963,14.236471,336.59,337.5,323.56,325.84,8594073,83050,329.805926,21.41,21.4534,20.769,20.95,3024607,19963,20.964125,,,,,,,,11.04,11.1,10.73,10.75,4471021.0,18212.0,10.850482,,,,,,,,5.99,6.05,5.95,6.05,14481627,22105,5.993713,,,,,,,
19.55,19.74,19.27,19.51,2142195,12889,19.422554,14.1,14.95,14.1,14.7,2541278,12866,14.690196,327.42,330.23,323.2,326.17,5023508,55502,326.229057,20.92,21.39,20.85,21.0,2934265,19616,21.148946,,,,,,,,10.77,10.8,10.67,10.74,2933254.0,11976.0,10.727888,,,,,,,,4.95,5.0,4.75,4.76,75372324,74911,4.888548,,,,,,,
19.4,19.45,18.92,19.34,2230201,13615,19.191514,14.65,14.95,14.3,14.75,1594801,9379,14.691093,320.0,324.59,316.66,320.87,6969823,82159,320.364436,21.0,21.1,20.255,20.31,3483781,22697,20.462909,,,,,,,,10.69,10.74,10.64,10.69,2554072.0,10637.0,10.689445,,,,,,,,4.95,5.0,4.82,4.91,45068642,39092,4.877148,,,,,,,
19.43,19.47,18.6,18.77,2252012,14608,18.819297,14.7,14.85,13.75,13.9,3914841,18375,14.034626,319.18,323.78,317.25,320.08,4254378,48742,320.699537,20.31,20.365,19.91,19.93,3945797,26828,20.094205,,,,,,,,10.65,11.09,10.65,11.09,4108635.0,15405.0,10.962876,,,,,,,,4.83,4.87,4.8,4.82,20413065,33467,4.832276,,,,,,,
18.89,19.0399,18.59,18.69,2193862,13444,18.692378,13.8,14.3,13.8,13.9,2305410,13186,14.031046,320.43,331.95,320.18,331.53,5673424,61334,326.756937,19.92,19.92,19.52,19.9,3245539,20304,19.788302,,,,,,,,11.1,11.13,10.89,10.94,3399173.0,13372.0,10.964115,,,,,,,,4.89,4.9,4.85,4.89,15207895,22097,4.87258,,,,,,,
18.67,18.95,18.53,18.6,2488724,17281,18.702302,14.1,14.1,13.1,13.45,3738969,17376,13.504856,332.34,332.6089,320.26,321.08,8457356,103427,321.100999,19.99,20.46,19.94,20.33,2691325,20986,20.27337,,,,,,,,10.96,11.04,10.77,10.78,2337597.0,10937.0,10.878826,,,,,,,,4.92,5.0,4.91,4.94,15602689,22637,4.948135,,,,,,,
18.6,18.6,18.22,18.51,2904634,18387,18.408051,13.3,13.35,12.7,12.85,3653486,16700,12.985812,300.0,308.69,292.63,299.26,19825936,221570,299.771739,20.23,20.35,19.38,19.72,4088767,27337,19.73565,,,,,,,,10.78,10.84,10.7,10.71,2097809.0,8923.0,10.74162,,,,,,,,5.0,5.03,4.97,5.03,12914239,22732,5.010433,,,,,,,
18.5,18.55,18.1,18.1,2020382,14210,18.261868,12.95,13.05,11.8,11.9,5829462,21807,12.233992,299.5,306.25,295.13,306.09,8893974,96532,300.254976,19.71,19.87,19.48,19.56,2983626,21731,19.680231,,,,,,,,10.77,11.115,10.65,10.95,6405159.0,26238.0,10.932462,,,,,,,,4.98,4.98,4.91,4.97,10048228,14566,4.960219,,,,,,,
18.07,18.21,17.71,17.83,3048994,17599,17.874848,12.05,12.35,11.45,12.2,6636582,29333,11.958888,307.0,307.5,299.01,302.78,6483309,71098,301.644604,19.51,20.22,19.31,19.98,3723880,26542,19.847152,,,,,,,,11.02,11.04,10.86,10.97,1884749.0,8123.0,10.947698,,,,,,,,5.03,5.14,5.03,5.09,21454887,27067,5.090812,,,,,,,
17.88,17.99,17.07,17.11,2844410,17173,17.307198,11.8,12.9,11.25,12.3,8396286,32467,12.220831,301.02,306.5,300.03,306.05,5294274,56542,302.631591,20.03,20.03,19.07,19.26,4599714,27951,19.311702,,,,,,,,10.92,10.99,10.765,10.83,2041342.0,8462.0,10.844158,,,,,,,,4.96,5.08,4.945,5.05,28420504,28289,5.018253,,,,,,,
17.2,17.29,16.98,17.2,2230412,14013,17.171182,12.05,12.25,11.65,11.8,4516995,19550,11.851751,305.5,306.89,301.3001,304.39,4728671,48053,303.651906,19.35,19.52,19.1,19.49,2887490,21273,19.40949,,,,,,,,10.83,10.9,10.75,10.82,1443251.0,6747.0,10.819251,,,,,,,,5.01,5.05,5.0,5.05,16215094,24895,5.027116,,,,,,,
17.14,17.985,17.11,17.56,2862869,18284,17.602434,11.75,12.0,11.35,11.4,4526138,18764,11.628461,302.53,304.46,296.3,302.99,5460947,58215,300.756273,19.39,20.3548,19.39,20.15,3152139,24329,20.092102,,,,,,,,10.8,10.84,10.69,10.76,1776745.0,6561.0,10.759494,,,,,,,,4.95,4.97,4.92,4.96,18512544,19082,4.95284,,,,,,,
17.39,17.42,16.22,16.43,5787445,31555,16.709797,11.45,11.6,10.9,11.0,4079464,16585,11.146327,302.31,308.36,301.85,302.99,4626304,45473,304.233042,20.17,20.38,19.98,20.02,3134958,22256,20.150936,,,,,,,,10.72,10.87,10.66,10.78,1804353.0,8908.0,10.805671,,,,,,,,4.91,4.95,4.88,4.91,19810116,20980,4.907758,,,,,,,
16.43,16.84,15.91,16.2,4374733,26959,16.251504,11.15,11.7,10.8,11.65,4071006,14898,11.243817,300.13,316.8,299.11,315.4,7594094,81686,310.296906,19.96,20.1,19.59,19.72,2427477,18234,19.783554,,,,,,,,10.74,10.77,10.64,10.69,2337339.0,8000.0,10.6845,,,,,,,,4.85,4.89,4.84,4.86,10543259,15459,4.865562,,,,,,,
